orderNumber,customerName,customerAddressLine1,customerPostalCode,customerLocation,customerCity,customerState,customerCountry,warehouseCode,productName,quantityOrdered,priceEach,employeeNumber,officeCode,officeLocation,officeCity,officeState,officeCountry,officePostalCode
10105,"Danish Wholesale Imports","Vinbæltet 34",1734,"Kobenhavn,Denmark,1734",Kobenhavn,NULL,Denmark,b,"1969 Ford Falcon",29,141.88,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10105,"Danish Wholesale Imports","Vinbæltet 34",1734,"Kobenhavn,Denmark,1734",Kobenhavn,NULL,Denmark,b,"1972 Alfa Romeo GTA",50,127.84,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10105,"Danish Wholesale Imports","Vinbæltet 34",1734,"Kobenhavn,Denmark,1734",Kobenhavn,NULL,Denmark,b,"2001 Ferrari Enzo",41,205.72,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10105,"Danish Wholesale Imports","Vinbæltet 34",1734,"Kobenhavn,Denmark,1734",Kobenhavn,NULL,Denmark,d,"Collectable Wooden Train",38,87.73,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10105,"Danish Wholesale Imports","Vinbæltet 34",1734,"Kobenhavn,Denmark,1734",Kobenhavn,NULL,Denmark,d,"Pont Yacht",25,44.77,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10105,"Danish Wholesale Imports","Vinbæltet 34",1734,"Kobenhavn,Denmark,1734",Kobenhavn,NULL,Denmark,d,"The Mayflower",29,86.61,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10105,"Danish Wholesale Imports","Vinbæltet 34",1734,"Kobenhavn,Denmark,1734",Kobenhavn,NULL,Denmark,d,"The Queen Mary",22,99.31,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10105,"Danish Wholesale Imports","Vinbæltet 34",1734,"Kobenhavn,Denmark,1734",Kobenhavn,NULL,Denmark,d,"The Schooner Bluenose",41,54.00,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10105,"Danish Wholesale Imports","Vinbæltet 34",1734,"Kobenhavn,Denmark,1734",Kobenhavn,NULL,Denmark,d,"The Titanic",39,92.16,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10105,"Danish Wholesale Imports","Vinbæltet 34",1734,"Kobenhavn,Denmark,1734",Kobenhavn,NULL,Denmark,d,"The USS Constitution Ship",31,60.72,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10106,"Rovelli Gifts","Via Ludovico il Moro 22",24100,"Bergamo,Italy,24100",Bergamo,NULL,Italy,a,"1900s Vintage Bi-Plane",49,65.77,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10106,"Rovelli Gifts","Via Ludovico il Moro 22",24100,"Bergamo,Italy,24100",Bergamo,NULL,Italy,a,"1900s Vintage Tri-Plane",26,71.00,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10106,"Rovelli Gifts","Via Ludovico il Moro 22",24100,"Bergamo,Italy,24100",Bergamo,NULL,Italy,a,"1928 British Royal Navy Airplane",28,107.23,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10106,"Rovelli Gifts","Via Ludovico il Moro 22",24100,"Bergamo,Italy,24100",Bergamo,NULL,Italy,c,"1928 Ford Phaeton Deluxe",33,65.35,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10106,"Rovelli Gifts","Via Ludovico il Moro 22",24100,"Bergamo,Italy,24100",Bergamo,NULL,Italy,c,"1930 Buick Marquette Phaeton",39,35.78,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10106,"Rovelli Gifts","Via Ludovico il Moro 22",24100,"Bergamo,Italy,24100",Bergamo,NULL,Italy,c,"1937 Horch 930V Limousine",31,55.89,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10106,"Rovelli Gifts","Via Ludovico il Moro 22",24100,"Bergamo,Italy,24100",Bergamo,NULL,Italy,c,"1941 Chevrolet Special Deluxe Cabriolet",41,94.22,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10106,"Rovelli Gifts","Via Ludovico il Moro 22",24100,"Bergamo,Italy,24100",Bergamo,NULL,Italy,a,"1980s Black Hawk Helicopter",36,134.04,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10106,"Rovelli Gifts","Via Ludovico il Moro 22",24100,"Bergamo,Italy,24100",Bergamo,NULL,Italy,d,"1999 Yamaha Speed Boat",41,80.86,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10106,"Rovelli Gifts","Via Ludovico il Moro 22",24100,"Bergamo,Italy,24100",Bergamo,NULL,Italy,a,"America West Airlines B757-200",34,99.72,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10106,"Rovelli Gifts","Via Ludovico il Moro 22",24100,"Bergamo,Italy,24100",Bergamo,NULL,Italy,a,"American Airlines: B767-300",31,91.34,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10106,"Rovelli Gifts","Via Ludovico il Moro 22",24100,"Bergamo,Italy,24100",Bergamo,NULL,Italy,a,"American Airlines: MD-11S",48,70.33,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10106,"Rovelli Gifts","Via Ludovico il Moro 22",24100,"Bergamo,Italy,24100",Bergamo,NULL,Italy,a,"ATA: B757-300",32,113.90,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10106,"Rovelli Gifts","Via Ludovico il Moro 22",24100,"Bergamo,Italy,24100",Bergamo,NULL,Italy,a,"Boeing X-32A JSF",48,43.70,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10106,"Rovelli Gifts","Via Ludovico il Moro 22",24100,"Bergamo,Italy,24100",Bergamo,NULL,Italy,a,"Corsair F4U ( Bird Cage)",50,55.96,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10106,"Rovelli Gifts","Via Ludovico il Moro 22",24100,"Bergamo,Italy,24100",Bergamo,NULL,Italy,a,"F/A 18 Hornet 1/72",44,76.00,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10106,"Rovelli Gifts","Via Ludovico il Moro 22",24100,"Bergamo,Italy,24100",Bergamo,NULL,Italy,d,"HMS Bounty",30,85.09,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10106,"Rovelli Gifts","Via Ludovico il Moro 22",24100,"Bergamo,Italy,24100",Bergamo,NULL,Italy,a,"P-51-D Mustang",34,81.10,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10107,"Land of Toys Inc.","897 Long Airport Avenue",10022,"NYC,NY,USA,10022",NYC,NY,USA,a,"1936 Harley Davidson El Knucklehead",29,52.70,1323,3,"NYC,NY,USA,10022",NYC,NY,USA,10022
10107,"Land of Toys Inc.","897 Long Airport Avenue",10022,"NYC,NY,USA,10022",NYC,NY,USA,a,"1960 BSA Gold Star DBD34",38,73.12,1323,3,"NYC,NY,USA,10022",NYC,NY,USA,10022
10107,"Land of Toys Inc.","897 Long Airport Avenue",10022,"NYC,NY,USA,10022",NYC,NY,USA,a,"1969 Harley Davidson Ultimate Chopper",30,81.35,1323,3,"NYC,NY,USA,10022",NYC,NY,USA,10022
10107,"Land of Toys Inc.","897 Long Airport Avenue",10022,"NYC,NY,USA,10022",NYC,NY,USA,a,"1996 Moto Guzzi 1100i",39,105.86,1323,3,"NYC,NY,USA,10022",NYC,NY,USA,10022
10107,"Land of Toys Inc.","897 Long Airport Avenue",10022,"NYC,NY,USA,10022",NYC,NY,USA,a,"1997 BMW F650 ST",20,88.90,1323,3,"NYC,NY,USA,10022",NYC,NY,USA,10022
10107,"Land of Toys Inc.","897 Long Airport Avenue",10022,"NYC,NY,USA,10022",NYC,NY,USA,a,"1997 BMW R 1100 S",25,96.92,1323,3,"NYC,NY,USA,10022",NYC,NY,USA,10022
10107,"Land of Toys Inc.","897 Long Airport Avenue",10022,"NYC,NY,USA,10022",NYC,NY,USA,a,"2002 Suzuki XREO",21,122.00,1323,3,"NYC,NY,USA,10022",NYC,NY,USA,10022
10107,"Land of Toys Inc.","897 Long Airport Avenue",10022,"NYC,NY,USA,10022",NYC,NY,USA,a,"2003 Harley-Davidson Eagle Drag Bike",27,172.36,1323,3,"NYC,NY,USA,10022",NYC,NY,USA,10022
10108,"Cruz & Sons Co.","15 McCallum Street","1227 MM","Makati City,Philippines,1227 MM","Makati City",NULL,Philippines,b,"1948 Porsche 356-A Roadster",38,67.76,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10108,"Cruz & Sons Co.","15 McCallum Street","1227 MM","Makati City,Philippines,1227 MM","Makati City",NULL,Philippines,b,"1956 Porsche 356A Coupe",40,132.00,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10108,"Cruz & Sons Co.","15 McCallum Street","1227 MM","Makati City,Philippines,1227 MM","Makati City",NULL,Philippines,b,"1957 Corvette Convertible",44,139.87,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10108,"Cruz & Sons Co.","15 McCallum Street","1227 MM","Makati City,Philippines,1227 MM","Makati City",NULL,Philippines,a,"1957 Vespa GS150",43,52.84,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10108,"Cruz & Sons Co.","15 McCallum Street","1227 MM","Makati City,Philippines,1227 MM","Makati City",NULL,Philippines,b,"1961 Chevrolet Impala",31,67.10,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10108,"Cruz & Sons Co.","15 McCallum Street","1227 MM","Makati City,Philippines,1227 MM","Makati City",NULL,Philippines,b,"1968 Dodge Charger",45,96.30,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10108,"Cruz & Sons Co.","15 McCallum Street","1227 MM","Makati City,Philippines,1227 MM","Makati City",NULL,Philippines,b,"1968 Ford Mustang",33,165.38,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10108,"Cruz & Sons Co.","15 McCallum Street","1227 MM","Makati City,Philippines,1227 MM","Makati City",NULL,Philippines,b,"1969 Dodge Charger",36,107.10,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10108,"Cruz & Sons Co.","15 McCallum Street","1227 MM","Makati City,Philippines,1227 MM","Makati City",NULL,Philippines,b,"1969 Dodge Super Bee",26,73.17,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10108,"Cruz & Sons Co.","15 McCallum Street","1227 MM","Makati City,Philippines,1227 MM","Makati City",NULL,Philippines,b,"1970 Plymouth Hemi Cuda",39,75.81,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10108,"Cruz & Sons Co.","15 McCallum Street","1227 MM","Makati City,Philippines,1227 MM","Makati City",NULL,Philippines,b,"1971 Alpine Renault 1600s",30,60.01,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10108,"Cruz & Sons Co.","15 McCallum Street","1227 MM","Makati City,Philippines,1227 MM","Makati City",NULL,Philippines,a,"1974 Ducati 350 Mk3 Desmo",31,87.76,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10108,"Cruz & Sons Co.","15 McCallum Street","1227 MM","Makati City,Philippines,1227 MM","Makati City",NULL,Philippines,b,"1976 Ford Gran Torino",29,132.29,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10108,"Cruz & Sons Co.","15 McCallum Street","1227 MM","Makati City,Philippines,1227 MM","Makati City",NULL,Philippines,a,"1982 Ducati 900 Monster",35,64.41,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10108,"Cruz & Sons Co.","15 McCallum Street","1227 MM","Makati City,Philippines,1227 MM","Makati City",NULL,Philippines,a,"1982 Ducati 996 R",27,36.21,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10108,"Cruz & Sons Co.","15 McCallum Street","1227 MM","Makati City,Philippines,1227 MM","Makati City",NULL,Philippines,a,"2002 Yamaha YZR M1",34,74.85,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10109,"Motor Mint Distributors Inc.","11328 Douglas Av.",71270,"Philadelphia,PA,USA,71270",Philadelphia,PA,USA,b,"1948 Porsche Type 356 Roadster",47,125.74,1323,3,"NYC,NY,USA,10022",NYC,NY,USA,10022
10109,"Motor Mint Distributors Inc.","11328 Douglas Av.",71270,"Philadelphia,PA,USA,71270",Philadelphia,PA,USA,b,"1982 Lamborghini Diablo",29,32.10,1323,3,"NYC,NY,USA,10022",NYC,NY,USA,10022
10109,"Motor Mint Distributors Inc.","11328 Douglas Av.",71270,"Philadelphia,PA,USA,71270",Philadelphia,PA,USA,b,"1992 Ferrari 360 Spider red",46,160.87,1323,3,"NYC,NY,USA,10022",NYC,NY,USA,10022
10109,"Motor Mint Distributors Inc.","11328 Douglas Av.",71270,"Philadelphia,PA,USA,71270",Philadelphia,PA,USA,b,"1993 Mazda RX-7",26,117.48,1323,3,"NYC,NY,USA,10022",NYC,NY,USA,10022
10109,"Motor Mint Distributors Inc.","11328 Douglas Av.",71270,"Philadelphia,PA,USA,71270",Philadelphia,PA,USA,b,"1995 Honda Civic",38,137.98,1323,3,"NYC,NY,USA,10022",NYC,NY,USA,10022
10109,"Motor Mint Distributors Inc.","11328 Douglas Av.",71270,"Philadelphia,PA,USA,71270",Philadelphia,PA,USA,b,"1999 Indy 500 Monte Carlo SS",26,126.72,1323,3,"NYC,NY,USA,10022",NYC,NY,USA,10022
10110,"AV Stores, Co.","Fauntleroy Circus","EC2 5NT","Manchester,UK,EC2 5NT",Manchester,NULL,UK,c,"1911 Ford Town Car",32,51.46,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10110,"AV Stores, Co.","Fauntleroy Circus","EC2 5NT","Manchester,UK,EC2 5NT",Manchester,NULL,UK,c,"1917 Grand Touring Sedan",42,153.00,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10110,"AV Stores, Co.","Fauntleroy Circus","EC2 5NT","Manchester,UK,EC2 5NT",Manchester,NULL,UK,c,"1928 Mercedes-Benz SSK",31,163.69,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10110,"AV Stores, Co.","Fauntleroy Circus","EC2 5NT","Manchester,UK,EC2 5NT",Manchester,NULL,UK,c,"1932 Alfa Romeo 8C2300 Spider Sport",28,81.91,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10110,"AV Stores, Co.","Fauntleroy Circus","EC2 5NT","Manchester,UK,EC2 5NT",Manchester,NULL,UK,c,"1932 Model A Ford J-Coupe",33,115.69,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10110,"AV Stores, Co.","Fauntleroy Circus","EC2 5NT","Manchester,UK,EC2 5NT",Manchester,NULL,UK,c,"1936 Mercedes Benz 500k Roadster",48,35.29,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10110,"AV Stores, Co.","Fauntleroy Circus","EC2 5NT","Manchester,UK,EC2 5NT",Manchester,NULL,UK,c,"1938 Cadillac V-16 Presidential Limousine",39,40.77,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10110,"AV Stores, Co.","Fauntleroy Circus","EC2 5NT","Manchester,UK,EC2 5NT",Manchester,NULL,UK,c,"1939 Chevrolet Deluxe Coupe",20,28.88,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10110,"AV Stores, Co.","Fauntleroy Circus","EC2 5NT","Manchester,UK,EC2 5NT",Manchester,NULL,UK,b,"1949 Jaguar XK 120",43,82.69,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10110,"AV Stores, Co.","Fauntleroy Circus","EC2 5NT","Manchester,UK,EC2 5NT",Manchester,NULL,UK,b,"1952 Citroen-15CV",46,112.74,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10110,"AV Stores, Co.","Fauntleroy Circus","EC2 5NT","Manchester,UK,EC2 5NT",Manchester,NULL,UK,b,"1957 Ford Thunderbird",42,62.00,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10110,"AV Stores, Co.","Fauntleroy Circus","EC2 5NT","Manchester,UK,EC2 5NT",Manchester,NULL,UK,b,"1965 Aston Martin DB5",37,118.22,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10110,"AV Stores, Co.","Fauntleroy Circus","EC2 5NT","Manchester,UK,EC2 5NT",Manchester,NULL,UK,b,"1966 Shelby Cobra 427 S/C",29,43.27,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
